region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,latitude,longitude,NDVI_index,crop_disease_status,Stress_Index,water_index,Fertility_Index,temp_humidity_index
2,4,0.9072931453004136,-0.9128293238011538,-1.2886084862186566,-1.4686322429112464,0.809090718226208,0.14193084816573198,2,2,-1.5351157635015305,7,27,0.1492142500786749,0.3197447227247272,-1.0268446912906424,0.4412449753999938,0.1594506898556617,0,12.281445599569812,27.18539,215.34050000000002,13.703636999999999
4,3,-0.6913422562513166,1.224023469845505,1.0300760915099767,-1.2707667045083493,-0.27785101994515654,-0.8048270817315871,2,0,-1.287944215497088,31,43,-0.4466893045486199,1.1566535560925546,-0.8011664593307296,-1.6128096395246356,-0.1258941380893301,2,16.82385008207186,17.748233999999997,142.9176,18.449034
4,4,0.25344041783045845,1.0872648910521188,0.5042081606449682,1.1595593487090425,0.25126401486279093,0.7099856061041241,0,1,-0.8588058836856937,30,74,1.4602020702587233,-0.9390661918084563,-0.40396295277579697,-0.2242332704122352,1.1296231048686332,0,6.394937915592347,77.824076,209.93120000000002,18.849719000000004
0,1,-0.9290172295850408,-0.8444500344044606,1.6944288155565177,0.4198828573526552,0.3599581886799266,-1.1835302536905146,2,2,-0.05966842480016447,48,82,0.8642985156314286,0.16609565571123522,1.185896398633304,0.8684110348323432,-0.9248596563353061,2,10.362397209505122,36.741333,104.4999,23.766157999999997
0,0,-0.7278317749789006,-1.0324930802453671,1.71875722516949,1.2102372962635979,-0.6470010442297713,0.5324684942483763,2,1,-0.0710413487880991,32,38,-0.8638217927877262,0.8071822604977688,-0.8072798112993848,0.22007237859650933,1.357898967224626,2,6.541469823551843,52.122733,114.6704,18.870178
0,2,1.790931220433263,-1.2718205931337925,0.03635412962627702,0.792905782795206,1.2213082453440276,-1.2486198613709556,2,1,-0.19614351265537822,12,24,-0.3275085936231609,0.29884565397690027,0.10793894951512673,1.5291620698956376,1.2437610360466291,2,7.276930284989608,107.31244499999998,259.5798,20.657022
2,3,0.9398378511925831,0.8821270228620394,-0.5381706204646758,-0.8073265666255661,-1.1815849682863797,-1.7811711969381978,1,1,0.9631365391814092,59,104,1.5197924257214528,0.39912197690438306,0.3823122109875157,-1.2422984718442822,0.9013472425126396,2,6.541228784367759,44.762263999999995,255.4112,10.444379999999999
1,1,0.03450330546495332,-1.374389527228833,-0.4520854787572364,1.5874141518335716,1.0353660108895553,-0.9409235341543265,2,1,1.593954723045508,23,41,0.08962389461594543,1.0493540550866831,0.12027986134520141,-1.3340169958780457,0.5589334489786496,0,5.529212218649518,80.30543,155.012,17.883684000000002
0,3,1.3599604181642282,-0.297415719230917,-1.017253148227816,0.04339832347058552,0.7728593269538291,-1.0770199865770664,1,0,1.7584830234042936,67,86,-0.089147171772243,1.3343467800952893,-1.2942692751960336,-0.9989076627459867,-0.5824458628013163,0,6.53086036295869,74.926028,257.429,14.718599999999999
1,2,-1.6272491014534087,0.67698915467196,-1.5899064821946938,-1.5900654669695675,-1.6149944412427601,-0.6213927328139812,2,0,0.645452862451773,17,13,-1.2809542810268326,0.7334133208515836,0.26975847730518326,-0.9369240106953789,-0.1258941380893301,2,8.722637790169886,6.852125,70.92999999999999,6.726025999999999
3,4,-1.3175812938733698,-0.28032089688174255,-0.22564412774419043,-0.20666827020025597,0.7694412711734162,0.5975581019288166,0,2,-0.2628646667179271,53,98,1.5197924257214528,-1.3601841317320504,-1.0564917408831584,-0.24048035826373998,-0.2971010348563245,1,9.959377775310838,22.329164000000002,85.16040000000001,17.942815
4,2,1.3668638406262035,-1.4940532836730447,1.2134748716693038,1.139620484097414,-1.387351926267248,0.5206340201246601,0,2,1.524200789252843,5,19,-0.20832788269770194,-0.07702222233241375,1.260792862720848,1.2966863706020793,-1.1531355186912993,2,4.593033715242441,107.20633900000001,229.44650000000001,13.99084
4,1,1.5463528246375637,0.9334114899095596,-0.7440263941129002,0.5879785631756905,0.774910160422077,0.9880957480114609,2,2,-0.9884572171481466,1,26,0.4471660273923223,0.7756376220655871,0.8599147756257883,-1.5663561949077975,0.2735886210336584,0,5.942349675531716,95.10684499999999,299.9801,15.84171
2,3,-1.3757672831957337,-1.1179671919912333,0.4162516028134538,0.5139001425699873,-0.9183946731945711,-1.3669646026081206,2,1,0.3914575600545696,58,75,-0.20832788269770194,0.5084670637583295,0.08618433874064838,1.4059658398652795,-1.0389975875133028,1,6.011588446094727,28.006400000000003,75.13600000000001,13.923439999999998
3,1,-0.2860127374124755,0.5402305758785737,-0.6878839103906571,-0.7289557515548595,0.8473729429668349,-1.532647240340151,2,1,1.769855947392228,2,24,0.26839496100413385,-1.0060079886866928,-1.254920601827174,-0.577851768348241,-1.495549312225289,0,10.6565729234794,30.77604,163.13400000000001,16.2939
0,1,-1.107520010387547,1.1043597134012917,0.822348901737678,0.2940187744917499,1.6519832736760776,0.5265512571865182,0,1,1.1511688824485928,49,45,-1.4001349919522914,1.468383792790368,-0.8013552940415102,1.2535680372695432,0.8442782769236413,0,11.891486381322958,31.493183999999996,111.27839999999999,25.976952
0,1,0.43588801146837963,0.7111787993703073,-1.0490672223370865,0.3721126608872953,-0.8199546667186737,-0.05925521193744828,0,2,0.5271744529772543,29,20,-1.7576771247286684,-0.5955185718987187,0.4790080894272052,-0.8727113059497,0.787209311334643,2,4.231767748394094,65.008152,216.31980000000001,10.145240000000001
1,4,-1.2653125238041276,1.4804458050831033,0.7755634986358089,-1.3074597539672488,-1.5992713846528601,-0.4793790433293837,2,0,-1.2015099931887858,39,86,1.6389731366469118,1.4484649005947432,1.3785542564183833,-1.0484298229709912,-0.8677906907463078,2,11.90508943571499,12.146592,102.8688,12.046759999999999
0,3,1.399408546518373,-0.36579500862761016,0.511693825141267,-1.2883516753811048,1.4557868718803655,1.278040364042515,2,0,-1.5517960520171674,66,106,1.2218406484078055,1.440717244195161,-0.7933160754046127,0.9069379802590862,-1.3814113810472926,2,18.293779612624434,36.289215999999996,258.3314,23.706909
4,2,-0.9625481386860641,1.3949716933372371,-0.5026137141072556,1.0169410810008659,1.2561724143042405,-1.0000959047729092,2,0,-0.5168599691151304,24,29,-0.7446410818622673,-0.5355573367270364,-0.33678452339567944,1.563274603565075,0.10238172426666334,2,6.753038253775768,43.346587,124.70659999999998,18.377042999999997
2,1,-1.0355271761412324,1.5488250944797963,-0.8170116229518161,-1.4481395209492949,-0.23683435058019978,0.7928269249701388,1,0,0.4316418914786049,59,74,-0.3275085936231609,1.3339717560231426,-0.8348322249188269,0.6407482400017224,-1.7238251745812825,0,13.429052056555268,12.52875,120.7375,12.537362999999997
0,0,-1.4102843955056108,0.5231357535294008,-0.575598942946171,-0.7367097544593817,1.176189909042575,0.7632407396608483,1,1,-0.5813065383800923,38,53,-0.2679182381604314,0.6442769175217393,-1.2726797230006286,-0.3358855749064499,1.4720368984026226,0,12.62835249042146,15.995759999999997,85.03349999999999,17.7984
1,3,-0.6134322027518798,0.1299548394984148,-1.808862168711441,-0.8301731823263904,-0.2532410183261823,0.26619282646475567,1,0,-0.12942235859282938,62,85,0.1492142500786749,-0.11948517522869274,1.5878232467749178,0.7327966678988774,0.5589334489786496,1,6.48741758627961,24.991169000000003,135.498,9.229649
1,3,-0.4950878176894446,1.0530752463537716,1.0001334335247805,0.5055922823151418,-0.9546260644669501,-1.0888544607007826,0,2,-0.8011830688134923,47,91,1.4602020702587233,0.8873010395473515,-0.2860623381452041,0.3730996743443167,-1.0389975875133028,2,6.409621572059682,47.41486,155.1522,15.379245999999998
